,synopsis,demography,type,name,genre,score,book_status,book_cover,read,pending,following,favorite,have,abandoned,uuid
10,"Bai Lijin, un hada que vivía en el cielo, comiendo y bebiendo sin preocupaciones, rompió el colorido cáliz esmaltado de su Majestad en su cumpleaños y fue desterrada al reino de los mortales. ¡Ahora tiene que empezar sus aventuras en el reino mortal sin todos sus poderes espirituales! Para sobrevivir, ahora el hada tiene que entregar comida para llevar... Un hada tonta y entrañable, una amable gerente de restaurante, una reservada estudiante de alto nivel y una onee-san yandere difícil de resistir (amable por fuera, oscura/posesiva por dentro), ¡que empiece la historia de su hermosa amistad y sus días de juventud!",Josei,MANHUA,Bai Lijin entre los mortales ( 1997 ),"Fantasia, Girls Love, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f4d2f61a72e4.jpg,478,2.4K,4.5K,1.4K,532,200,1ab2b517-cf06-4d55-9fd5-0c63b1662aba
11,"Desde el encuentro inicial con su resistencia a escapar y acostumbrarse a él a su lado, y luego más tarde, acostumbrándose a verlo como un Dios Asesino para los demás. ¡Pero sucedió que la dejó con la sonrisa malvada superficial en la esquina de sus labios! Para estar acostumbrado a cada emergencia, él caería del cielo como un Dios, mientras se burlaba de ella, ¡pero también para ayudarla!",Josei,MANHUA,The Villainous Doctor,"Acción, Aventura, Drama, Fantasia, Artes Marciales, Reencarnación, Romance",9.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f1c3c6faf98f.jpg,539,2.2K,3.1K,1.5K,644,306,d739eaab-9443-46b9-9b1d-b75e26461648
12,"Cuando me ofrecieron un viaje gratis a esta elegante escuela, parecía que mi mala suerte finalmente había cambiado... hasta que descubrí que mis compañeros de clase son literalmente monstruos. Ahora estoy rodeado de personas que intentan comerme, pero también está Lucian. Es peligroso, está roto, es odiado y tiene un oscuro secreto, y no puedo quitármelo de la cabeza. Me salvó la vida y me dio su corazón, pero cuando lo miro a los ojos, veo hambre. ¿Nuestros sentimientos nos consumirán... o este monstruo me consumirá primero?",Josei,MANHUA,Ley de Ogus ( 2019 - 2022 ),"Boys Love, Comedia, Demonios, Drama, Romance, Vida Escolar, Tragedia",9.00,FINALIZADO,https://otakuteca.com/images/books/cover/60db65623424b.jpg,1.1K,5.1K,6.3K,2.9K,1.3K,496,570b8af7-d244-4c02-893e-1d66124e76bf
13,"Un día un noble adquiere un híbrido y se lo lleva a su casa como mascota y está empeñado con querer domesticarlo, cosa que al híbrido no está dispuesto a obedecer.",Josei,MANHUA,Se mi perro ( 2020 ),"Boys Love, Romance",10.00,FINALIZADO,https://otakuteca.com/images/books/cover/5edccd9ea67ea.jpg,7.5K,6.2K,6.8K,4.4K,1.6K,576,95fabd7c-728b-40a3-ba13-2e7cc4c92f02
14,"Fang Qi, el líder taoísta moderno, accidentalmente atravesó a un nuevo mundo gobernado por moustros. Como resultado, se encontró en la noche en la cámara nupcial con un moustro, y algo indescriptible sucedió. El moustro se convirtió en un adulto en un instante. ¿Cómo pudo ese tipo llamado Yuying volverse tan débil, enfermizo y pequeño como decían las personas? !Es grande en todas partes¡",Josei,MANHUA,Bestia Nilai Shun ( 2019 ),"Boys Love, Comedia, Romance, Sobrenatural",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e6813bf374a0.jpg,734,3.9K,4.8K,2.1K,1.1K,529,b9f1ae68-c1e2-4974-be5d-414679d74ca8
15,"Al renacer después de una muerte cruel, Bai Ye busca venganza y, por cierto, se convierte en el maestro de Nuwa. Bai Ye hace todo lo posible para recibir la confianza de su aprendiz ...",Josei,MANHUA,Hold My Master ( 2019 ),"Aventura, Boys Love, Comedia, Drama, Fantasia, Historia, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ee82af7e9c40.jpg,691,5.5K,5.4K,2.1K,1.3K,510,cc962467-5e30-4519-a32f-d2a61db788a8
16,"Qué tipo de amor, las personas son inolvidables, les encanta morir. Ella es la madre de un niño de cuatro años, y él es el presidente de Feng Fengyun. Ella mantuvo el secreto de salvarlo.....",Josei,MANHUA,Chunqing Yatou Xiuxiang Tao ( 2017 ),"Drama, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5b53fa4961a80.jpg,939,2.2K,6K,1.5K,518,612,0568d5f5-0742-42bf-9707-890c72f67fde
17,"Él es su hermano menor, aunque los dos no tienen una relación de sangre, pero ella siempre considera que él es su hermano biológico ... solo puede ser hermano, eso es todo. por supuesto, él no quiere ser así, pero también teme que va a crear distancia con ella cada vez más lejos. Si su primer encuentro en la vida no fuera así, ¿tendrían otro resultado? La chica que ama está justo delante de sus ojos, pero es como un viento y no puede sostener ... ¿Puede solo como hermano menor? ¿Qué debe hacer para hacerle saber que también puede convertirse en un tutor para toda su vida?",Josei,MANHUA,First Kiss ( 2019 ),"Drama, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c787b466a6c0.jpg,573,2.5K,4.4K,1.5K,521,385,2d131535-fae5-4441-a9ca-e6ff94f47d08
18,"Un accidente diseñado por su ex novio cambió su vida dramáticamente y el hecho de que su padre sea puesto en prisión hace que encuentre a alguien poderoso para ayudar. Y el precio que ella ofrece es ella misma. Lo que no sabe es que ese hombre frío y mandón que se vende a sí misma se enamora de ella a primera vista. Una vez que una joven dama rica, ahora un títere, intenta huir y él hace todo lo posible para que se quede. Cuando la rueda de la fortuna comenzó, ¿adónde irán?",Josei,MANHUA,Peachy Lover ( 2019 ),"Comedia, Drama, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c787c8cc6d67.jpg,543,1.5K,2.9K,848,348,276,5e36a14c-e54a-4197-bf4e-62f81c3cba53
19,"Ji Tian fue obligado a abandonar a Qing Ge debido al embarazo de Momo. Por eso, Qing Ge siguió a su tía con la condición de casarse en una antigua familia que a su vez es famosa en China. En la noche de su ruptura, un hombre de la nada aparece de repente en su habitación... ¿Quién será este hombre?",Josei,MANHUA,La dulce esposa multimillonaria de Fu Shao ( 2019 ),"Drama, Romance, Recuentos de la vida",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d50e11cf31fc.jpg,449,1.5K,2.7K,877,327,273,ce52ae74-64b8-43b9-850e-8c492766fcc5
20,"El propietario original murió a manos de otros, al segundo siguiente ¡El sucesor de la Aguja de Sanidad Divina del Cielo salió de la tumba! Ropa ensangrentada roja; corazón helado! Parientes desagradables? ¡Sin preocupaciones! Un pinchazo de una aguja plateada garantiza ¡obediencia! Apariencia arruinada y dedos rotos? ¿No puedes practicar medicina o cultivar? ¡Fácil! Repara la apariencia, reforma los músculos y huesos, deslumbra y ciega cada ojos de los bastardos! Él es el funcionario más adorado de la dinastía Xia; arrogante y adicto al asesinato. Sin embargo, la primera vez que la vio, inmediatamente entró en modo mimos a su esposa. Ella, que regresó poderosamente, con habilidades mundiales impactantes, confió en su aguja de veneno para ayudarlo a lograr el dominio.",Josei,MANHUA,Poisonous Doctor: First Wife’s Daughter,"Acción, Aventura, Drama, Fantasia, Historia, Reencarnación, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f1c80124995d.jpg,373,1.5K,2.2K,933,462,198,976e4923-2928-4272-a42e-cf8c73934066
21,Un chico altamente educado y de la élite de los más ricos que sufre Hafefobia (miedo a tocar o ser tocado) es forzado por su abuelo a trabajar en el campo por unos meses si quiere heredar la compañía. Allí conoce a un hombre ordinario y de buen corazón. Cuando el gato temperamental conoce al perro descarado... ¿Qué clase de chispas arderán?,Josei,MANHUA,¡No me toques! ( 2018 - 2019 ),"Boys Love, Romance",9.00,FINALIZADO,https://otakuteca.com/images/books/cover/60c985d3e0b94.jpg,821,2.5K,3.3K,999,657,414,afc52a68-34d1-4297-862b-558af6021d22
22,Información no completada,Josei,MANHUA,The Big Escape Plan Of My Contract Bride,"Drama, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ce2e1d9a8e13.jpg,789,2.4K,4.7K,1.5K,568,481,322ade83-0cec-4261-b597-1dbf17a99603
23,"Ploy ha estado evitando a su familia y todo lo relacionado con el negocio de su familia, siempre que podía. Ahora, sin embargo, se ve obligada a ser parte del negocio y teme lo que sus padres le tienen reservado. Afortunadamente, hay una cosa que podría ayudarla a soportar todo, ya que una cierta estudiante solicita una pasantía en el hotel en el que se encuentra Ploy.",Josei,MANHUA,Lily Love 2 Frosty Jewel ( 2018 ),"Girls Love, Romance, Recuentos de la vida",8.43,FINALIZADO,https://otakuteca.com/images/books/cover/5cd50ce6bfae5.jpg,2.3K,2.1K,3.5K,1.5K,345,138,8528792b-fc47-478a-85ec-cf9fd2d0c307
24,"Ling Zhi es una huérfana y esclava del Palacio. Debido a que tenía sueños premonitorios, las personas la trataban como si fuera una bruja que atrae las desgracias, llegando al punto de intentar matarla. Tras tener un sueño, tiene el plan de entrar al Palacio como una concubina, pero aunque lo consigue debe lidiar con varios enemigos, empezando por el propio Emperador.",Josei,MANHUA,La Reina Ling ( 2019 ),"Drama, Fantasia, Historia, Romance, Sobrenatural",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5dfd429f3b54e.jpg,475,2.4K,4.5K,1.4K,614,401,19669281-af44-4770-8c73-52cbf8669428
25,"Momoka, que se ha convertido en una mujer con nula experiencia romántica. Frustrada por esta situación, descubre la existencia del ""sexo lésbico"" mientras busca un encuentro online. Momoka decide utilizarlo, pero se siente atraída por ella al tener sexo con una chica llamada ""Riko"" que apareció en el lugar de encuentro, pero ella tiene un secreto...?",Josei,MANHUA,Suimitsutou Ha Shoujo Ni Kajirareru ( 2020 ),"Girls Love, Romance, Drama, Ecchi, Recuentos de la vida, Telenovela",8.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f8a52af17e9f.jpg,729,3.4K,6K,1.9K,1.1K,737,5af1469d-09a0-41e3-a151-e4216cb9240b
26,"""Puedo pagar todas tus deudas, pero tienes que sustituirme en mi matrimonio..."" Cuando le diagnosticaron cáncer a Liang Dou Kou, ella firmó un contrato con Qin Zhi Ai para sustituirla en el tiempo en que estaría ausente, incluido en su matrimonio con Gu Yu Sheng. Inicialmente, Qin Zhi Ai sufrió bajo la actitud fría y dura de Gu Yu Sheng, quien la confundió con Liang Dou Kou. Pero su corazón se ablandó poco a poco hasta que acabó enamorado de ella. Meses después, Gu Yu Sheng conoce a alguien que posee la mirada de Qin Zhi Ai que capturó su corazón...",Josei,MANHUA,Qe Qianq You Nan Sheng: Qianq Xing Xiang Ai 100 Tian,"Drama, Romance",3.33,FINALIZADO,https://otakuteca.com/images/books/cover/5b5594ef77455.jpg,3.8K,1.8K,4.4K,1.1K,433,393,9c1ebc58-34b0-4882-b82a-14f6c6444ff7
27,"Lin mo bai siempre tuvo una vida afortunada pero tras un incidente se volvió la persona más desafortunada. Ella accidentalmente conoce a Song Qing xiao, pero él no debe conocer su secreto. Desde entonces, el la persigue, ella huye…. El la reprime, ella se resiste…. el cae, y ella comienza a oponerse a su destino. ¡Será que tendrá éxito al oponerse a su destino!",Josei,MANHUA,Don't be too fierce ( 2016 ),"Romance, Drama",8.53,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/28960_TMOManga597418983ada5.jpg,661,2.5K,6.1K,900,359,417,654a143d-e169-48b1-9e6d-e2124823ad69
28,"Una chica se despierta en la habitación de un hotel y ve a un hombre acostado sobre ella, pero lo único que recuerda es que está tomando un trago con su hermana. Afortunadamente, logra escapar de más terror, pero aún termina embarazada. Ella se desmaya después de dar a luz, y cuando se despierta, su hermanastra y su madrastra ya no pueden ser encontradas en el hospital... Cinco años después, se muda a Ningguo como estudiante de intercambio de medicina, y con ella está su hijo de 5 años. quien entra a otro niño con apariencia idéntica.",Josei,MANHUA,Wangjuede Siyou Baobei ( 2016 ),"Drama, Romance, Tragedia, Comedia",0.00,FINALIZADO,https://otakuteca.com/images/books/cover/5cde3045e9b91.jpg,3K,2.9K,7.1K,2.2K,789,687,59053855-4e55-44fd-8ddb-2f06ce5432d8
29,"Gu Xi Xi vivía una vida tranquila junto a su novio Ze Jiang, pero un dia conoció a Zi Chen con quien tuvo una noche de pasión ahora ella esta embarazada de el y es obligada a comprometerse con este hombre que no ama dejando a su anterior novio, por otra parte Zi Chen no quiere casarse con ella sin embargo para que sea el heredero de la corporación Duan debe tener un descendiente.",Josei,MANHUA,The Ceo's Pregnant Wife ( 2021 ),"Comedia, Drama, Romance, Tragedia",9.33,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5bd38ba06e9a8.jpg,2.9K,7.4K,20.2K,7.5K,2K,2K,3b31f24f-60bb-40f2-8f93-620fa0146c36
30,Esta es la historia de un pequeño dragón oriental y un dragón negro occidental que se reencuentran luego de mucho tiempo. Pero ninguno es lo que parece ser. ¿Puede ser que ellos se conocen desde antes... mucho antes de lo que creen? Los secretos saldrán a la luz cuando menos se lo esperen.,Josei,MANHUA,Un Dragón en Apuros ( 2019 ),"Boys Love, Comedia, Drama, Vida Escolar, Sobrenatural",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5db64ff2c41fc.jpg,1.3K,8.8K,9.7K,4K,2K,752,4a6fc70b-1a82-4582-b4d6-5f89f2749459
31,"La soltera conocida como el ""Príncipe del Colegio"" se enreda por error con un singular vendedor, abriendo así la historia del largo viaje.",Josei,MANHUA,"Por favor, déjame ser un perro solitario ( 2020 )","Comedia, Romance, Vida Escolar",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5b5676fc24a52.jpg,367,2.1K,3.5K,729,361,285,dfeb9fb6-9189-4355-835b-7e0a13a1b647
32,"Mi mujer tiene que cumplir tres condiciones, como ser mimado, como ser amado y ser cuidado. ¡Esta mujer cumple todos los requisitos y debe haber una coincidencia que solo le pertenece a él! La novela del mismo nombre está adaptada a la historia",Josei,MANHUA,Marrying a CEO ( 2018 ),"Familia, Niños, Romance",7.67,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5bc9e73a8c035.jpg,2.5K,6.5K,17.3K,5.5K,1.9K,1.7K,9de6acdf-f648-4012-ba96-86cbfd9c9746
33,"Ba Song es el policía que recibió un caso abierto: el suicidio de una joven. Excepto... ¿Quién se suicida apuñalando su propio cuerpo y estrangulándose? Solo hay un hombre que puede ayudarlo con este misterio: Bo Shan, el reconocido patólogo forense con una personalidad severa y fría. Lo que es más, su cuerpo produce bioelectricidad, lo que le permite sentir de manera aguda las lesiones corporales con su toque. Hay una corriente eléctrica entre ellos, y cada toque chisporrotea con energía...",Josei,MANHUA,Cuerpo Eléctrico,"Boys Love, Comedia, Misterio, Policiaco, Romance",8.00,FINALIZADO,https://otakuteca.com/images/books/cover/5ede3f996db6b.jpg,5K,7.3K,6.1K,4K,1.5K,590,833d2ca5-cc36-4cc3-93fd-16563b310d60
34,Información no completada,Josei,MANHUA,The Giant Young Wife ( 2018 ),"Drama, Romance, Tragedia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5b3d5a6507edb.jpg,663,1.6K,4.6K,854,326,447,5d6ebc9f-3fab-4527-bbd1-97a9a8eae233
35,"Mu Jin pierde la memoria y es adoptada por la familia Mu un padre sádico, una madre despiadada y hermana menor malvada, después de tres años su hermana una noche la droga para que se acueste con cualquier tipo para humillarla pero termina con Rong Xu unos de los empresarios más importantes que se enamora de ella. Mu Jin decide vengarse de su hermana y corta sus lazos con la familia Mu al poco tiempo recupera la memoria y llena de odio decide vengarse de la familia Gong por enviarla al manicomio. Del amor al odio solo hay un paso y la venganza es devastadora, que secretos ocultara Mu Jin",Josei,MANHUA,Taming the possessive girl,"Drama, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5bc9ef69944b7.jpg,599,1.5K,4.2K,1.3K,418,347,72c109d4-e602-48bf-bb85-223ba2958e7b
36,¡Ella era una asesina de la noche! pero de pronto tiene miedo a dos cosas... ¡la primera es al señor Wei Hanjue que creía que estaba muerto! y la segunda es...,Josei,MANHUA,"Badao xiao shu, quing quing liao ( 2019 )","Drama, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5db6fb6c45f91.jpg,664,1.8K,3.7K,1.4K,482,414,d94318ba-24ed-4836-a454-c507c23b957c
37,"Ella fue marcada trágicamente por su padre y su hermanastra, y fue entregada a la cama de un viejo feo ... Después de esa noche, inesperadamente dio a luz a un par de gemelos adorables y con un alto coeficiente intelectual. Tenía miedo de que el viejo se llevara a los niños, así que cambió su nombre y escondió su identidad. La pareja de gemelos adorables le trajo a un hombre de carácter digno y noble.",Josei,MANHUA,el doble tesoro invencible,"Niños, Romance",0.00,FINALIZADO,https://otakuteca.com/images/books/cover/5e6ab66ea7362.jpg,1.5K,2.7K,5.8K,2.3K,925,502,33aadccd-4913-4212-ba8a-e8c2b4817bbf
38,"[Adaptado de una novela web del mismo nombre] Ella es una experta médica forense china, que se reencarna en la única hija de una familia. Es el nieto del emperador, distante y con una deuda de sangre. Un banquete permite que su elegancia y talento florezcan, formando además los lazos entre ellos. Para ella, allanó un hermoso camino para estar a la altura de su brillo absoluto. Para él, ella conspiró contra el mundo para ayudarlo en el camino hacia el trono... Una experta médico forense, reencarnada y contraatacando, encontrando al nieto del Emperador... logrando estar juntos por el resto de sus vidas.",Josei,MANHUA,The Peerless Doctor: From Consort to Empress,"Acción, Aventura, Drama, Fantasia, Historia, Reencarnación, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ef6cb890798a.jpg,528,2.6K,3.6K,1.5K,679,347,56a4085e-210b-4537-a606-4152972d6cbc
39,"A la edad de 20 años, se graduó de una escuela superior en los Estados Unidos con doble licenciatura. A los 23 años, compró una nueva villa para sus padres. Ella, Wei Yujin, había subido del lodo a la cima de la fama en el siglo XXI, y ella hará lo mismo en la antigua China.",Josei,MANHUA,The Bestselling Empress,"Fantasia, Reencarnación, Romance",9.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d8528cbb35b1.jpg,839,2.9K,6K,2.1K,730,434,e4569d73-9870-491e-b47f-512a75f91054
40,"un pequeño loto blanco fue rescatado por un ser masculino, el cual este ser masculino también protegerá a este pequeño loto y lo hará crecer en una gran flor.... ""Tonta,te he buscado durante mucho tiempo,ahora solo quiero mimarte""",Josei,MANHUA,guía para perseguir a esposas,"Reencarnación, Romance, Vida Escolar",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e6ac46692e16.jpg,795,3.5K,5K,2.2K,855,533,24fa5890-3f0d-4965-9be8-9514587f3104
41,"Inesperadamente, llegó a un acuerdo para asesinar a alguien con un ""psicópata"" . Entonces tiene miedo, pero no puede escapar. Es como si se enamorara de ese ""psicópata"".",Josei,MANHUA,PSYCHO ( 2018 - 2019 ),"Boys Love, Drama, Horror, Psicológico",10.00,FINALIZADO,https://otakuteca.com/images/books/cover/5eb893f18d0c8.jpg,2K,3.9K,3K,1.9K,858,298,5cea3f67-ee78-4541-a59f-c6b0bbab4032
42,"Cuando me despierto, me gusta ser madre, ganar dinero para criar un bebé y encontrar un padre. No tengo miedo de que el cabrón sea el Rey del Mar, ¡me temo que Baoma es un gángster! Papá, ¿puedes cantar pequeña estrella? no lo harás? Eunuco. No es fácil intimidar a mi madre es manhua.",Josei,MANHUA,No es fácil intimidar a mi Madre,"Acción, Aventura, Drama, Fantasia, Artes Marciales, Reencarnación, Romance",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f73e33ae7d43.jpg,805,2.5K,4.1K,2K,815,394,c1523098-4fc0-40c1-84b5-371a4ce45de9
43,"¡Que mala suerte! Primero, mi padre me obligó a irme de la casa, después de eso, por mi prima fuí a un pub a buscar a un playbloy al cual le dí una bofetada cuando intentó besarme. ¿Quién se imaginaría que uno de los abuelos del playboy era un jefe de la mafia?, Bien, ahora no puedo huir. Fuí a una escuela aristocrática como una doncella de uno de los 3 príncipes, que ante mis ojos no eran más que 3 demonios…",Josei,MANHUA,Spicy Girl Fight Evil Young Master ( 2018 ),"Comedia, Romance, Vida Escolar",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5b576bb4a6c6d.jpg,733,2.1K,4.4K,1.2K,492,399,7ab7c54f-6a64-474f-987d-3fdd5b97e91c
44,"Shen Fan está decidida a comprender el mundo interior de quien ha admirado secretamente por tres años. Su desesperación la atrae como una polilla a una llama, incluso sabiendo que su amor puede matarla. ¿Y qué piensa ésta? ""Es una chica muy interesante, supongo que podría jugar un poco con ella"".",Josei,MANHUA,Fatal Possession ( 2037 ),"Girls Love, Thriller",2.00,CANCELADO,https://otakuteca.com/images/books/cover/5eea27253dcfe.jpg,1.5K,2.2K,2.7K,1K,501,307,4a74e5c4-804c-420d-acf1-e903a77f19c0
45,"Después de que el amigo y novio de la infancia de Jade llega a un acuerdo con su sexualidad y rompe con ella, entonces se tropieza con un parque cercano sintiéndose perdida y sola. Allí, conoce a un extraño que escucha su historia y le ofrece un lugar para pasar la noche. El apuesto extraño es Nathan, un hombre silencioso y desconcertante que tiende a recoger a los callejeros.",Josei,MANHUA,lost and found ( 1976 ),"Comedia, Realidad, Romance, Recuentos de la vida",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c8ece2a33500.jpg,769,2.4K,5.7K,1.4K,648,661,63b6584f-b77f-4f4f-8c81-0794c9b82bf4
